TIPO;REGISTRO_SANITARIO;NOMBRE_COMERCIAL;"NOMBRE_GENERICO	";FORMA_FARMACEUTICA;CONCENTRACION;LABORATORIO;BAJO_LICENCIA;PARA_TERCEROS;PAIS_ORIGEN;EMPRESA_PROVEEDORA
II;61725;OMEGA  3;ACEITE DE PESCADO (EPA Y DHA);CÁPSULA BLANDA;1000MG;NUTRA MANUFACTURING LLC.;/;GNC HOLDINGS LLC;ESTADOS UNIDOS;FARMACIAS CORPORATIVAS S.A. FARMACORP S.A.
II;61746;ANTIFLU-DES M NF ®;"CLORFENAMINA MALEATO;FENILEFRINA CH,PARACETAMOL";CAPSULA;"3MG ;5MG ;350 MG";PRODUCTOS FARMACEUTICOS S.A. DE C.V.;/;/;MEXICO;DROGUERIA INTI S.A.
NN;61890;DIFORZAN;DICLOFENACO DIETILAMINA;GEL;1%;"INDUSTRIAS TORRICO ANTELO""ITA"" S.R.L.";/;/;BOLIVIA;"INDUSTRIAS TORRICO ANTELO ""ITA"" S.R.L."
NN;61908;SUPLIZINC® NF JARABE 20MG/5ML;ZINC ELEMENTAL;JARABE;20MG/5ML;LABORATORIOS CRESPAL S.A.;/;/;BOLIVIA;LABORATORIOS CRESPAL S.A.
NN;61913;AGUA OXIGENADA 10 VOLUMENES;AGUA OXIGENADA;SOLUCIÓN;10 VOLUMENES (3%);INDUSTRIA FARMACEUTICA QR S.R.L.;/;/;BOLIVIA;INDUSTRIA FARMACEUTICA QR S.R.L.
NN;61952;IBUSPAL ®100 MG/5ML;IBUPROFENO;SUSPENSION ORAL;100MG/5ML;LABORATORIOS CRESPAL S.A.;/;/;BOLIVIA;LABORATORIOS CRESPAL S.A.
II;61954;ASTYFER ®;VER FORMULA;LIQUIDO;VER FORMULA;"TIL HEALTHCARE PVT LTD.
";/;/;INDIA;LABORATORIOS ALFA S.A.
II;62292;PARACETAMOL 500MG;PARACETAMOL;TABLETA;500MG;LABORATORIOS PORTUGAL S.R.L.;/;/;PERU;LAB PORTUGALBO S.R.L.
II;62398;GESTAVIT® DHA;VER FÓRMULA;CAP. BLAN.DEG.C/CUB.ENT.;VER FÓRMULA;PROCAPS S.A.;/;/;COLOMBIA;PROMEDICAL S.A.
II;62452;CLOTRIMAZOL 1%;CLOTRIMAZOL;CREMA;10MG/G;CIRON DRUGS & PHARMACEUTICALS PVT. LTD;/;UNIVERSAL PHARMA;INDIA;UNIVERSAL PHARMA
II;62468;CLORFENIRAMINA 2 MG;CLORFENIRAMINA MALEATO;JARABE;2MG/5ML;CIRON DRUGS & PHARMACEUTICALS PVT. LTD;/;UNIVERSAL PHARMA;INDIA;UNIVERSAL PHARMA
II;62483;IBUPROFENO 100MG;IBUPROFENO;SUSPENSIÓN;100MG/5ML;CIRON DRUGS & PHARMACEUTICALS PVT. LTD.;/;UNIVERSAL  PHARMA;INDIA;UNIVERSAL PHARMA
NN;62634;CLORFENIRAMINA;CLORFENIRAMINA MALEATO;JARABE;2MG/5ML;"LABORATORIOS QUIMICO FARMACEUTICOS MINERVA S.R.L.
";/;/;BOLIVIA;LABORATORIOS QUÍMICO FARMACÉUTICOS MINERVA S.
II;62672;ASTYMIN® C;ASOCIACIÓN, VER FÓRMULA;GOTAS ORALES;VER FÓRMULA;"TIL HEALTHCARE PVT.  LTD.
";/;/;INDIA;LABORATORIOS ALFA S.A.
NN;62678;CLOTRIDINE;CLOTRIMAZOL;CREMA;1%;"INDUSTRIAS TORRICO ANTELO ""ITA"" S.R.L.";/;/;BOLIVIA;"INDUSTRIAS TORRICO ANTELO ""ITA"" S.R.L."
II;62685;MUELITA FORTE;BENZOCAINA;GEL;20 G;LABORATORIOS CABUCHI S.A.;/;/;ARGENTINA;IMFAR S.R.L
II;62699;AQUOL FRESH MR 0.0125%;NAFAZOLINA CLORHIDRATO;SOLUCION OFTALMICA;0.125MG/ML;LABORATORIOS ROSTER S.A.;/;/;PERU;SCHMIDTS PHARMA S.R.L.
II;62862;DICLOFENACO;DICLOFENACO DIETILAMINA;GEL;1%;CIRON DRUGS & PHARMACEUTICALS PVT. LTD;/;UNIVERSAL PHARMA;INDIA;UNIVERSAL PHARMA
II;62863;ASTYMIN®;ASOCIACIÓN, VER FÓRMULA;JARABE;VER FÓRMULA;TIL HEALTHCARE PVT. LTD.;/;/;INDIA;LABORATORIOS ALFA S.A.
II;62864;SOY ISOFLAVONES;ISOFLAVONAS DE SOYA;CAPSULA;450MG;ALFA VITAMINS LABORATORIES INC.;/;/;ESTADOS UNIDOS;A3TEK S.R.L.
NN;62865;OXIMIN;PERÓXIDO DE HIDROGENO;SOLUCION;3 %;LABORATORIOS QUIMICO FARMACEUTICOS MINERVA S.R.L.;/;/;BOLIVIA;LABORATORIOS QUÍMICO FARMACÉUTICOS MINERVA S.
NN;62880;POVIMIN;YODOPOVIDONA;SOLUCIÓN;10%;LABORATORIOS QUIMICO FARMACEUTICOS MINERVA S.R.L.;/;/;BOLIVIA;LABORATORIOS QUÍMICO FARMACÉUTICOS MINERVA S.
II;63002;OMEGA 3;ACEITE DE PESCADO;CÁPSULA BLANDA;1000MG;XTRA LIFE NATURAL PRODUCTS;/;/;ESTADOS UNIDOS;MAINES S.R.L.
II;63160;MUELITA;BENZOCAINA;SOLUCION TOPICA;5G/100G;LABORATORIOS CABUCHI S.A.;/;/;ARGENTINA;IMFAR S.R.L
II;63172;GASELAB;SIMETICONA;TABLETA MASTICABLE;80MG;VITA PHARMA S.A.C.;/;/;PERU;CORMED
II;63177;ANTIACIDO DUO;HIDROXIDO DE MAGNESIO -HIDROXIDO DE ALUMINIO;SUSPENSIÓN;250MG+ 250MG/5ML;CIRON DRUGS & PHARMACEUTICALS PVT. LTD;/;UNIVERSAL PHARMA;INDIA;UNIVERSAL PHARMA
NN;63191;IBUXOL ® FORTE;IBUPROFENO;SUSPENSIÓN;200MG/5ML;"INDUSTRIAS TORRICO ANTELO ""ITA"" S.R.L.";/;/;BOLIVIA;"INDUSTRIAS TORRICO ANTELO ""ITA"" S.R.L."
NN;63218;ALCODIC® NASAL SPRAY;CLORURO DE SODIO;SOLUCIÓN;0,9G/100ML;GRUPO ALCOS S.A.;/;/;BOLIVIA;GRUPO ALCOS S.A.
NN;63270;CLORENINN;GLUCONATO DE CLORHEXIDINA;SOLUCION ACUOSA;4%;"INDUSTRIAS TORRICO ANTELO ""ITA"" S.R.L.";/;/;BOLIVIA;"INDUSTRIAS TORRICO ANTELO ""ITA"" S.R.L."
II;63436;DEXTROMETORFANO 10MG;BROMHIDRATO DE DEXTROMETORFANO;JARABE;10MG/5ML;"CIRON DRUGS & PHARMACEUTICALS PVT. LTD.
";/;UNIVERSAL PHARMA;INDIA;UNIVERSAL PHARMA
II;63577;DOLOGALITO-P GOTAS;ACETAMINOFENO;SUSPENSIÓN ORAL;100MG/ML;VARDHMAN EXPORTS;/;/;INDIA;LAQFAGAL FARMA INDUSTRIA S.R.L.
NN;63664;CARMELO;COMPLEMENTO NUTRICIONAL PARA LA ADULTA Y ADULTO MAYOR;POLVO P/SUSPENSIÓN ORAL;1,7G;INDUSTRIAS TORRICO ANTELO ITA S.R.L.;/;/;BOLIVIA;"INDUSTRIAS TORRICO ANTELO ""ITA"" S.R.L."
II;63713;PARACETAMOL BP 1000;PARACETAMOL;TABLETA;1000MG;CENTURION HEALTHCARE PVT. LTD.;/;/;INDIA;MHEDICAL PHARMA S.R.L.
II;63714;ANALGION FORTE SUSPENSION 200;IBUPROFENO;SUSPENSIÓN;200MG/5ML;LABORATORIO NEOFARMACO DEL ECUADOR NEOFARMACO CIA. LTD;/;/;ECUADOR;MEDIFARM S.R.L.
II;63744;ODONTOL FLUOR;FLUORURO DE SODIO;SOLUCION;0,05g;INDUFAR C.I.S.A. DIVISION ODONTOL;/;/;PARAGUAY;IMFAR S.R.L
NN;63745;PAIBUX®;PARACETAMOL;GOTAS;120 MG/ML;DROGUERIA INTI S.A.;/;/;BOLIVIA;DROGUERIA INTI S.A.
II;63776;VITAMIN E;DL ALFA TOCOFERIL;CAPSULA BLANDA;1000 UI;XTRA LIFE NATURAL PRODUCTS;/;/;ESTADOS UNIDOS;MAINES S.R.L.
II;63841;ALFA PAPAYA ENZYME;POLVO DE FRUTA DE PAPAYA(CARICA PAPAYA)/BROMELINA;CAPSULA;30MG/ 2.5MG;ALFA VITAMINS LABORATORIES, INC;/;/;ESTADOS UNIDOS;A3TEK S.R.L.
NN;63869;ANTIFLAT PLUS MENTA;HIDROXIDO DE ALUMINIO- HIDROXIDO DE MAGNESIO- SIME;COMPRIMIDO MASTICABLE;250MG- 250MG- 30MG;LABORATORIOS FARMACEUTICOS LAFAR S.A.;/;/;BOLIVIA;LABORATORIOS FARMACEUTICOS  LAFAR S.A.
NN;63896;"ALCOHOL ETILICO 95° ""SQF""";ETANOL;SOLUCION TOPICA;95 %;SOLUCIONES QUIMICAS Y FARMACEÚTICAS - SOLQUIFAR S.R.L.;/;/;BOLIVIA;SOLUCIONES QUIMICAS Y FARMACEUTICOS SOLQUIFAR
NN;63947;"OXIDO DE ZINC ""SQF""";OXIDO DE ZINC;POLVO;99%;SOLUCIONES QUIMICAS Y FARMACEUTICAS - SOLQUIFAR S.R.L.;/;/;BOLIVIA;SOLUCIONES QUIMICAS Y FARMACEUTICOS SOLQUIFAR
II;64050;BAGOVITAL INMUNE;LACTOBACILLUS/BIFIDOBACTERIUM/FRUCTOOLIGOSACARIDOS;POLVO P/SOLUCIÓN ORAL;5x10^9 UFC-750MG-12M;TOLL MANUFACTURING SERVICES S.L.;NUTRA ESSENTIAL OTC.SL.-ESPAÑA;/;ESPAÑA;LABORATORIOS BAGO DE BOLIVIA S.A.
NN;64056;ECODEX SOLUCION ACUOSA 2%;CLORHEXIDINA GLUCONATO;SOLUCIÓN;2%;FARMEDICAL S.R.L.;/;/;BOLIVIA;FARMEDICAL S.R.L.
NN;64086;ECODEX SOLUCION ACUOSA 1%;CLORHEXIDINA GLUCONATO;SOLUCIÓN;1%;FARMEDICAL S.R.L.;/;/;BOLIVIA;FARMEDICAL S.R.L.
NN;64090;ECODEX SOLUCION ACUOSA 0,5 %;CLORHEXIDINA GLUCONATO;SOLUCIÓN;0,5%;FARMEDICAL S.R.L;//;//;BOLIVIA;FARMEDICAL S.R.L.
NN;64097;ECODEX SOLUCION ACUOSA 4%;DIGLUCONATO DE CLORHEXIDINA;SOLUCIÓN;4%;FARMEDICAL S.R.L.;/;/;BOLIVIA;FARMEDICAL S.R.L.
NN;64098;ECODEX SOLUCION JABONOSA 2%;DIGLUCONATO DE CLORHEXIDINA;SOLUCIÓN;2 %;FARMEDICAL S.R.L.;/;/;BOLIVIA;FARMEDICAL S.R.L.
NN;64121;NEUROCEREBRIN NF;VITAMINAS, MINERALES Y AMINOACIDOS;SOLUCION;VARIOS;IFARBO LTDA.;/;/;BOLIVIA;IFARBO LTDA.
II;64163;GASEOPLUS 80MG/ML;SIMETICONA;SUSPENSION ORAL;80MG/ML;HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS;/;/;PERU;PROMEDICAL S.A.
II;64221;IBUNEST®400;IBUPROFENO;COMPRIMIDO RECUBIERTO;400MG;WEXFORD LABORATORIES PVT. LTD.;/;LABORATORIOS ALFA S.A.;INDIA;LABORATORIOS ALFA S.A.
II;64245;BAGOVITAL DIGEST;VER REVERSO FORMULA;POLVO P.SOL.ORAL;VER REVERSO FORMULA;TOLL MANUFACTURING SERVICES S.L.;NUTRA ESSENTIAL OTC S.L.;/;ESPAÑA;LABORATORIOS BAGO DE BOLIVIA S.A.
NN;64284;ECODEX SOLUCION ALCOHÓLICA 1%;CLORHEXIDINA GLUCONATO;SOLUCIÓN;1%;FARMEDICAL S.R.L;/;/;BOLIVIA;FARMEDICAL S.R.L.
NN;64362;ECODEX SOLUCION JABONOSA 4 %;CLORHEXIDINA GLUCONATO;SOLUCIÓN;4%;FARMEDICAL S.R.L;/;/;BOLIVIA;FARMEDICAL S.R.L.
II;64373;GASEOPLUS FRESA 80MG/ML;SIMETICONA;SUSPENSION ORAL GOTAS;80MG;HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS;/;/;PERU;PROMEDICAL S.A.
NN;64375;NUTRITON NF;VITAMINAS, MINERALES Y AMINOACIDOS;SOLUCION;VER FOR.CUALI-CUANT.;IFARBO LTDA.;/;/;BOLIVIA;IFARBO LTDA.
NN;64458;ECODEX SOLUCION ALCOHÓLICA 2%;CLORHEXIDINA GLUCONATO;SOLUCIÓN;2%;FARMEDICAL S.R.L;/;/;BOLIVIA;FARMEDICAL S.R.L.
NN;64519;"ACIDO BORICO ""SQF""";ACIDO BORICO;POLVO;100%;SOLUCIONES QUIMICAS Y FARMACEUTICAS -SOLQUIFAR S.R.L.;/;/;BOLIVIA;SOLUCIONES QUIMICAS Y FARMACEUTICOS SOLQUIFAR S.R.L.
NN;64542;RESSAKA;ACIDO ACETIL SALICILICO - CAFEINA (ANHIDRA);GRANULADO EFERVESCENTE;480 MG + 50 MG;DROGUERíA INTI S.A.;/;/;BOLIVIA;DROGUERIA INTI S.A.
II;64663;FLEXFULL;DICLOFENACO DIETILAMINA;GEL TOPICO;1,160 g;LABORATORIOS PORTUGAL S.R.L.;/;GENOMMA LAB. PERÚ S.A.;PERU;GLB LABORATORIOS BOLIVIA S.A.
NN;64746;ANTIFLAT PLUS FRESA;HIDROXIDO DE ALU- HIDROXIDO DE MAGNESIO- SIMETI;COMPRIMIDO MASTICABLE;250 MG- 250 MG - 30;LABORATORIOS FARMACEUTICOS LAFAR S.A.;/;/;BOLIVIA;LABORATORIOS FARMACEUTICOS  LAFAR S.A.
II;64814;Z - VICK;EXTRACTO SECO DE HOJAS HEDERA HÉLIX L.;SOLUCION ORAL;VARIAS;INDUFAR CISA DIVISIÓN DE INDUFAR C.I.S.A.;/;/;PARAGUAY;IMFAR S.R.L
II;65356;EVIGAX FORTE;SIMETICONA;CAPSULA BLANDA;250MG;PROCAPS S.A.;//;//;COLOMBIA;PROMEDICAL S.A.
II;65478;VIBE;VER REVERSO;POLVO;VARIOS P.A.;HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS;/;/;PERU;PROMEDICAL S.A.
II;65536;OSTEOVIT POLVO;VER FORMULA;POLVO;VER FORMULA;HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS;/;/;PERU;PROMEDICAL S.A.
II;65560;PVM JUNIOR SIN LACTOSA;HARINA DE SOYA,FOSFATO TRIBASICO DE CALCIO....;POLVO;VER REVERSO;HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS;/;/;PERU;PROMEDICAL S.A.
II;65562;PVM SIN LACTOSA;VER REVERSO;POLVO;"51.6600G; 3.0708G; V";HERSIL S.A. LABORATORIOS INSDUSTRIALES FARMACEUTICOS;/;/;PERÚ;PROMEDICAL S.A.
II;65563;MADDRE POLVO;VER FORMULA;POLVO;VER FORMULA;HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS;/;/;PERU;PROMEDICAL S.A.
II;65693;IBUPROFENO 200MG;IBUPROFENO;SUSPENSION;200MG/5ML;CIRON DRUGS & PHARMACEUTICALS PVT. LTD. ;/;UNIVERSAL PHARMA;INDIA;UNIVERSAL PHARMA
II;65938;MADDRE POLVO CON DHA;FOSFATO TRIBASICO D/CALC AC.REFINAD D/PESC....;POLVO;varias;HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS;/;/;PERU;HANSA LTDA.
II;69566;PEDIASURE FRESA;ALIMENTO CON VITAMINAS Y MINERALES;POLVO;VARIOS;ABBOTT MANUFACTURING SINGAPORE PRIVATE LIMITED;/;/;SINGAPUR;PHARMATECH BOLIVIANA S.A.
II;69836;PEDIASURE VAINILLA;VER FORMULA;POLVO;VARIOS;ABBOTT MANUFACTURING SINGAPORE PRIVATE LIMITED;/;/;SINGAPUR;PHARMATECH BOLIVIANA S.A.
II;70615;PEDIASURE CHOCOLATE;VER FÓRMULA;POLVO;VER FÓRMULA;" ABBOTT MANUFACTURING SINGAPORE PRIVATE LIMITED
";/;/;SINGAPUR;PHARMATECH BOLIVIANA S.A.
II;76390;APETITOL INFANTIL;VITAMINAS MINERALES;JARABE;/;LABORATORIO NEOFARMACO DEL ECUADOR NEOFARMACO CIA.LTD;/;/;ECUADOR;MEDIFARM S.R.L.
NN;76543;NUTRIZINC 50;ZINC ELEMENTAL;COMPRIMIDO;50MG;IFARBO LTDA.;/;/;BOLIVIA;IFARBO LTDA.
II;76546;LECAR;COMPLEMETO NUTRICIONAL  BASE DE PROTEINAS,VIT,MINE;POLVO;VER REVERSO;LABORATORIO MEDICK SAS ;/;RC2 PHARMACEUTICAL SAS;COLOMBIA;IMPORTADORA Y EXPORTADORA LECAR S.R.L.
NN;76581;ZINC VIMIN® 20;ZINC ELEMENTAL;TABLETA MASTICABLE;20MG;DROGUERÍA INTI S.A.;/;/;BOLIVIA;DROGUERIA INTI S.A.
II;76598;TRIPLE OMEGA COMPLEX 3-6-9;OMEGA 3-6-9;CAP. BLAND. C/RECUB. ENTE;VER FORMULA;21ST CENTURY HEALTHCARE INC. ;/;/;ESTADOS UNIDOS;COLHER GROUP S.R.L.
II;76607;MULTIVITAMINAS + MINERAL + BIOTINA;VITAMINAS Y MINERALES;TABLETA EFERVESCENTE;SEGUN FORMULA;C. HEDENKAMP GMBH & CO KG;/;DISTRIBUIDO POR: SUNLIFE PRODUKTIONS-UND VERTRIEBSGESELLSCHAFT MBH;ALEMANIA;SOLARISBOLIVIA S.R.L.
II;76608;METICEL OFTENO;HIPROMELOSA;SOLUCIÓN OFTÁLMICA;0,5MG/ML (0,5%);LABORATORIOS SOPHIA S.A. DE C.V.;/;/;MEXICO;LABORATORIOS OFTALMICOS LABOFTA S.R.L.
II;76634;PEDIAMAX;VER FORMULA;POLVO;VER FORMULA;HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACÉUTICOS;/;/;PERU;PROMEDICAL S.A.
II;76640;SUPER ENERGY WITH GUARANA, PANAX GINSENG & KOLA NUT;EXTRACTO DE GUARANA, PANAX GINSENG Y EXTRAC DE COL;TABLETA;VER FORMULA;MASON VITAMINS. INC.;/;/;ESTADOS UNIDOS;MEGA VIT S.R.L.
PNI;76684;GRIPETIL®;JUGO SECADO DE ECHINACEA PURPUREA;COMPRIMIDO RECUBIERTO;180MG;TILMAN S.A.;/;/;BELGICA;MEGALABS BOLIVIA S.R.L.
NN;76689;FINALATOS EXTRAFUERTE;VER FORMULA;PASTILLA;0.0001G-0.0001G-0.02;ESTRELLA;/;"ALIMENTOS ENERGETICOS ""ANIL""";BOLIVIA;"ALIMENTOS ENERGETICOS  ""ANIL"""
NN;76690;FINALATOS FRUTAS NIÑOS;VER FORMULA;PASTILLA;0.0001G-0.0001G-0.01;ESTRELLA;/;"ALIMENTOS ENERGETICOS ""ANIL""";BOLIVIA;"ALIMENTOS ENERGETICOS  ""ANIL"""
NN;76705;NESTERM® 120;PARACETAMOL;GOTAS ORALES;120MG/ML;LABORATORIOS ALFA S.A.;/;/;BOLIVIA;LABORATORIOS ALFA S.A.
II;76751;PIREDOL® 500MG;PARACETAMOL;COMPRIMIDO;500MG;TERBOL LABORATORIES PVT. LTD.;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);INDIA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;76753;PVM PLUS CHOCOLATE;VARIOS;POLVO;VARIOS;HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS;/;/;PERU;PROMEDICAL S.A.
II;76759;BUCALEX-TRA MENTOL;CLORHEXIDINA/BENZOCAINA;CARAMELO;5MG/10MG;LABORATORIO EMPA-DIVISON DE COMFAR S.A.E.C.A;/;/;PARAGUAY;ALMAGRAN S.R.L.
II;76777;VITAMINA D3;COLECALCIFEROL;TABLETA MASTICABLE;2000UI;ARISTO PHARMACEUTICALS PVT LTD;/;SOUTH AMERICAN EXPRESS S.A.;INDIA;SOUTH AMERICAN EXPRESS S.A.(SAE S.A.)
II;76779;VITAMINA D3 10000 U.I.;COLECALCIFEROL;CÁPSULA BLANDA;10 000UI;SOFTGEL HEALTHCARE PVT.LTD;/;SOUTH AMERICAN EXPRESS S.A.;INDIA;SOUTH AMERICAN EXPRESS S.A.(SAE S.A.)
II;76795;VIUSID SOLUCIÓN ORAL;VARIOS (VER FÓRMULA);SOLUCIÓN ORAL;VARIOS (VER FÓRMULA);CATALYSIS S.L.;/;/;ESPAÑA;SCHMIDTS PHARMA S.R.L.
II;76796;INMUNOLIVE NATURES GARDEN;EXTRACTO DE HOJAS DE BRYOPHYLLUM GASTONIS BONNIERE;SOLUCION;2G;CARVAGU S.A.;/;/;ECUADOR;MEDIFARM S.R.L.
II;76797;VITA D3.;COLECALCIFEROL;CÁPSULA BLANDA;4000UI (0.1MG);ASOJ SOFT CAPS PVT.LTD;/;LABORATORIOS VITA S.A.;INDIA;LABORATORIOS VITA S.A.
NN;76801;C-VIMIN® ZINC +D3;ACIDO ASCORBICO,ZINC ELEMENTAL,COLECALCIFEROL;GRANULADO EFERVESCENTE;"500MG;40MG; 2000UI";DROGUERIA INTI S.A.;/;/;BOLIVIA;DROGUERIA INTI S.A.
II;76811;MAXITO 500MG;PARACETAMOL;COMPRIMIDO;500MG;CIFARMA S.A.C.;/;DROGUERIA INRETAIL PHARMA S.A.C.;PERU;QUIMIZA LTDA.
II;76855;MAGAL II;"SIMETICONA; HIDROXIDO DE AL; HIDROXIDO DE MG";SUSPENSIÓN ORAL;"5MG;400MG;400MG";HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS;/;/;PERU;PROMEDICAL S.A.
NN;76856;MICOTEL;ACIDO SALICILICO;SOLUCIÓN;2%;LABORATORIO FARMACEUTICO TELCHI LITEL;/;/;BOLIVIA;TELCHI - LITEL
II;76894;PEDIAMAX;VER FÓRMULA;POLVO;VER FÓRMULA;"HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS
";/;/;PERU;PROMEDICAL S.A.
PTA;76903;LA REINA MIELERA PAST.DE ECHINACEA-ADULTOS;ECHINACEA PURPUREA;GRAGEA;5.7%;"LABORATORIO ARTESANAL""FRUMIEL""";/;/;BOLIVIA;"LABORATORIO ARTESANAL ""FRUMIEL"""
PTA;76918;DISMIDOL;CHILKA (BACCHARIS PUNCTULATA);UNGUENTO;1,8%;LABORATORIO CALLANCHO ;/;/;BOLIVIA;LABORATORIO CALLANCHO
II;76926;HEDERA HELIX;EXTRACTO SECO DE HOJAS DE HEDERA HELIX;JARABE;35MG/5ML;MINTLAB CO S.A.;/;/;CHILE;ESPECIALIDADES FARMACEUTICAS LTDA.
II;76928;BUCALEX-TRA MIEL;CLORHEXIDINA/BENZOCAINA;;5MG/10MG;LABORATORIO EMPA-DIVISION DE COMFAR S.A.E.C.A.;/;/;PARAGUAY;ALMAGRAN S.R.L.
II;76938;BUCALEX - TRA LIMÓN;CLORHEXIDINA/BENZOCAINA;CARAMELO;5MG/10MG;LABORATORIO EMPA - DIVISION DE COMFAR S.A.E.C.A.;/;/;PARAGUAY;ALMAGRAN S.R.L.
II;76939;BUCALEX-TRA EUCALIPTO;CLORHEXIDINA / BENZOCAINA;CARAMELO;5MG/10MG;LABORATORIO EMPA-DIVISION DE COMFAR S.A.E.C.A.;/;/;PARAGUAY;ALMAGRAN S.R.L.
II;76940;FENUGREEK 500MG;FENOGRECO;CÁPSULA;500MG;MASON VITAMINS INC. ;/;/;ESTADOS UNIDOS;MEGA VIT S.R.L.
II;76977;VITA TORO FAJA AZUL;VER FÓRMULA;SOLUCIÓN ORAL;VER FÓRMULA;CARVAGU S.A.;/;/;ECUADOR;HANSA LTDA
II;76981;MAGNESIO LIVE;VER REVERSO;TABLETA;VER FORMULA;CARVAGU S.A.;/;/;ECUADOR;MEDIFARM S.R.L.
II;76984;VITAMINA C;ASCORBATO DE SODIO (ACIDO ASCORBICO);CÁPSULA BLANDA;500MG;PROCAPS S.A.;/;COLMED LTDA;COLOMBIA;PROMEDICAL S.A.
PTA;76985;MARAVILLA;CALENDULA;UNGUENTO;5.98%;LABORATORIO CALLANCHO;/;/;BOLIVIA;LABORATORIO CALLANCHO
II;77067;PVM PLUS VAINILLA;VER FORMULA;POLVO;VARIOS;HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACÉUTICOS ;/;/;PERU;PROMEDICAL S.A.
PTA;77068;LA REINA MIELERA ECHINACEA SPRAY;ECHINACEA PURPÚREA;SOLUCION ORAL;25%;"LABORATORIO ARTESANAL ""FRUMIEL""";/;/;BOLIVIA;"LABORATORIO ARTESANAL ""FRUMIEL"""
II;77118;MULTIVITAMINAS + MINERALES + LUTEÍNA;VITAMINAS Y MINERALES;TABLETA EFERVESCENTE;VER FORMULA;C. HEDENKAMP GMBH & CO. KG;/;/ DISTRIBUIDO POR: SUNLIFE PRODUKTIONS-UND VERTRIEBSGESELLSCHAFT MBH;ALEMANIA;SOLARISBOLIVIA S.R.L.
II;77120;RENALOF CAPSULAS;EXTRACTO DE GRAMA;CÁPSULA;12MG;CATALYSIS S.L..;/;/;ESPAÑA;SCHMIDTS PHARMA S.R.L.
II;77123;SUPER COLLAGEN PLUS VITAMIN C;COLAGENO HIDROLIZADO+VITAMINA C;TABLETA;VER FORMULA;21ST. CENTURY HEALTHCARE INC.;/;/;ESTADOS UNIDOS;COLHER GROUP S.R.L.
II;77124;VITAMINA C MR. GUMMY;VITAMINA C;GOMITAS;60MG-260MG-30UI;MR. GUMMY VITAMINS, LLC;/;/;ESTADOS UNIDOS;BIOLATINA S.R.L.
PTA;77127;VINAGRE DE MANZANA;MANZANA ( MALUS DOMESTICA L.);SOLUCION;80%;LABORATORIO ARTESANAL  BIOLEON ;/;/;BOLIVIA;BIOLEON
NN;77128;CALENTÁ;SALICILATO DE METILO;POMADA;10%;LABORATORIO FARMACÉUTICO TELCHI LITEL ;/;/;BOLIVIA;TELCHI - LITEL
II;77129; OPTIPLUS 0.3%;HIPROMELOSA(HIDROXIPROPILMETILCELULOSA);SOLUCIÓN OFTÁLMICA;3MG/ML;VITALINE S.A.C.;/;LABORATORIOS ABD LTDA.;PERU;LAB. A.B.D IND. DE PROD. FARMACEUTICOS LTDA.
II;77181;VITACEE 1000;ÁCIDO ASCORBICO;TABLETA;1000MG;STALLION LABORATORIES PVT. LTD.;/;/;INDIA;"ALIMENTOS ENERGETICOS  ""ANIL"""
II;77213;FIEBROLEX;PARACETAMOL;SOLUCION ORAL;100MG/5ML;SAVANT PHARM S.A. ;/;/;ARGENTINA;DROGUERIA INTI S.A.
II;77218;CELUTOR;"METILCOBALAMINA;BETACAROTENO;AC ALFA LIPOICO...";CÁPSULA BLANDA;VARIOS;OCEAN HEALTHCARE PVT. LTD.;/;SOUTH AMERICAN EXPRESS S.A.;INDIA;SOUTH AMERICAN EXPRESS S.A.(SAE S.A.)
NN;77223;YODOMIN;TINTURA DE YODO;SOLUCIÓN;1%;LABORATORIOS MINERVA SRL;/;/;BOLIVIA;LABORATORIOS QUIMICO FARMACEUTICOS MINERVA S.
II;77251;SUPRETUX 15MG/5ML;DEXTROMETORFANO BROMHIDRATO;JARABE;5MG/5ML;CIFARMA S.A.C. ;/;DROGUERIA INRETAIL PHARMA S.A.C.;PERU;QUIMIZA LTDA.
II;77256;VITAMIN C 1000MG;VITAMINA C (ÁCIDO ASCÓRBICO);TABLETA RECUBIERTA;1000MG;ALPHACAPS GMBH;/;TERAPEUTICA BOLIVIANA S.A.(TERBOL S.A.);ALEMANIA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
